ts,freeholdRacewayMallPower,freeholdRacewayMallSchOut,freeholdNJTemp,freeholdNJCondition
2019-06-17T22:30:00-04:00 New_York,519.7734985351562kW,false,71.5°F,rain
2019-06-17T22:45:00-04:00 New_York,495.43072509765625kW,false,71.25°F,rain
2019-06-17T23:00:00-04:00 New_York,419.0334777832031kW,false,71°F,showers
2019-06-17T23:15:00-04:00 New_York,379.6556701660156kW,false,70.5°F,showers
2019-06-17T23:30:00-04:00 New_York,374.9544372558594kW,false,70°F,showers
2019-06-17T23:45:00-04:00 New_York,340.5343017578125kW,false,69.5°F,showers
2019-06-18T00:00:00-04:00 New_York,355.4040222167969kW,false,69°F,showers
2019-06-18T00:15:00-04:00 New_York,349.5574035644531kW,false,69°F,showers
2019-06-18T00:30:00-04:00 New_York,348.58587646484375kW,false,69°F,showers
2019-06-18T00:45:00-04:00 New_York,338.67340087890625kW,false,69°F,showers
2019-06-18T01:00:00-04:00 New_York,351.269287109375kW,false,69°F,showers
2019-06-18T01:15:00-04:00 New_York,337.8404541015625kW,false,69°F,showers
2019-06-18T01:30:00-04:00 New_York,336.7238464355469kW,false,69°F,showers
2019-06-18T01:45:00-04:00 New_York,345.1311340332031kW,false,69°F,showers
2019-06-18T02:00:00-04:00 New_York,349.2611083984375kW,false,69°F,showers
2019-06-18T02:15:00-04:00 New_York,331.4759826660156kW,false,69°F,showers
2019-06-18T02:30:00-04:00 New_York,345.5785217285156kW,false,69°F,showers
2019-06-18T02:45:00-04:00 New_York,337.56494140625kW,false,69°F,showers
2019-06-18T03:00:00-04:00 New_York,333.8939208984375kW,false,69°F,showers
2019-06-18T03:15:00-04:00 New_York,326.9437561035156kW,false,69°F,showers
2019-06-18T03:30:00-04:00 New_York,326.4877624511719kW,false,69°F,showers
2019-06-18T03:45:00-04:00 New_York,341.7228088378906kW,false,69°F,showers
2019-06-18T04:00:00-04:00 New_York,332.5496520996094kW,false,69°F,showers
2019-06-18T04:15:00-04:00 New_York,324.955810546875kW,false,69.25°F,showers
2019-06-18T04:30:00-04:00 New_York,339.2989501953125kW,false,69.5°F,showers
2019-06-18T04:45:00-04:00 New_York,337.1510009765625kW,false,69.75°F,showers
2019-06-18T05:00:00-04:00 New_York,328.2804870605469kW,false,70°F,cloudy
2019-06-18T05:15:00-04:00 New_York,333.3093566894531kW,false,70°F,cloudy
2019-06-18T05:30:00-04:00 New_York,346.45086669921875kW,false,70°F,cloudy
2019-06-18T05:45:00-04:00 New_York,331.939697265625kW,false,70°F,cloudy
2019-06-18T06:00:00-04:00 New_York,316.1395568847656kW,false,70°F,cloudy
2019-06-18T06:15:00-04:00 New_York,315.26666259765625kW,false,70.25°F,cloudy
2019-06-18T06:30:00-04:00 New_York,290.1481018066406kW,false,70.5°F,cloudy
2019-06-18T06:45:00-04:00 New_York,278.24072265625kW,false,70.75°F,cloudy
2019-06-18T07:00:00-04:00 New_York,278.4734191894531kW,false,71°F,cloudy
2019-06-18T07:15:00-04:00 New_York,290.52288818359375kW,false,71°F,cloudy
2019-06-18T07:30:00-04:00 New_York,282.3185119628906kW,false,71°F,cloudy
2019-06-18T07:45:00-04:00 New_York,318.17926025390625kW,false,71°F,cloudy
2019-06-18T08:00:00-04:00 New_York,317.31121826171875kW,false,71°F,showers
2019-06-18T08:15:00-04:00 New_York,402.04205322265625kW,false,71.25°F,showers
2019-06-18T08:30:00-04:00 New_York,650.0742797851562kW,false,71.5°F,showers
2019-06-18T08:45:00-04:00 New_York,812.8717041015625kW,false,71.75°F,showers
2019-06-18T09:00:00-04:00 New_York,896.1860961914062kW,false,72°F,showers
2019-06-18T09:15:00-04:00 New_York,944.5841064453125kW,false,72.5°F,showers
2019-06-18T09:30:00-04:00 New_York,981.2110595703125kW,false,73°F,showers
2019-06-18T09:45:00-04:00 New_York,1149.5426025390625kW,false,73.5°F,showers
2019-06-18T10:00:00-04:00 New_York,1459.16455078125kW,true,74°F,showers
2019-06-18T10:15:00-04:00 New_York,1681.0145263671875kW,true,74.5°F,showers
2019-06-18T10:30:00-04:00 New_York,1642.510009765625kW,true,75°F,showers
2019-06-18T10:45:00-04:00 New_York,1456.6280517578125kW,true,75.5°F,showers
2019-06-18T11:00:00-04:00 New_York,1476.0557861328125kW,true,76°F,cloudy
2019-06-18T11:15:00-04:00 New_York,1502.9361572265625kW,true,76.5°F,cloudy
2019-06-18T11:30:00-04:00 New_York,1498.8447265625kW,true,77°F,cloudy
2019-06-18T11:45:00-04:00 New_York,1524.723876953125kW,true,77.5°F,cloudy
2019-06-18T12:00:00-04:00 New_York,1598.1607666015625kW,true,78°F,cloudy
2019-06-18T12:15:00-04:00 New_York,1640.4603271484375kW,true,77.75°F,cloudy
2019-06-18T12:30:00-04:00 New_York,1508.6422119140625kW,true,77.5°F,cloudy
2019-06-18T12:45:00-04:00 New_York,1661.3951416015625kW,true,77.25°F,cloudy
2019-06-18T13:00:00-04:00 New_York,1722.248779296875kW,true,77°F,cloudy
2019-06-18T13:15:00-04:00 New_York,1740.783203125kW,true,77°F,cloudy
2019-06-18T13:30:00-04:00 New_York,1663.237060546875kW,true,77°F,cloudy
2019-06-18T13:45:00-04:00 New_York,1599.3917236328125kW,true,77°F,cloudy
2019-06-18T14:00:00-04:00 New_York,1569.06591796875kW,true,77°F,showers
2019-06-18T14:15:00-04:00 New_York,1588.5521240234375kW,true,77°F,showers
2019-06-18T14:30:00-04:00 New_York,1575.3233642578125kW,true,77°F,showers
2019-06-18T14:45:00-04:00 New_York,1804.4488525390625kW,true,77°F,showers
2019-06-18T15:00:00-04:00 New_York,1852.763671875kW,true,77°F,showers
2019-06-18T15:15:00-04:00 New_York,1772.6768798828125kW,true,77.25°F,showers
2019-06-18T15:30:00-04:00 New_York,1486.134765625kW,true,77.5°F,showers
2019-06-18T15:45:00-04:00 New_York,1537.6046142578125kW,true,77.75°F,showers
2019-06-18T16:00:00-04:00 New_York,1544.1036376953125kW,true,78°F,rain
2019-06-18T16:15:00-04:00 New_York,1599.7857666015625kW,true,77.75°F,rain
2019-06-18T16:30:00-04:00 New_York,1645.2132568359375kW,true,77.5°F,rain
2019-06-18T16:45:00-04:00 New_York,1757.2435302734375kW,true,77.25°F,rain
2019-06-18T17:00:00-04:00 New_York,1787.29052734375kW,true,77°F,partlyCloudy
2019-06-18T17:15:00-04:00 New_York,1774.23046875kW,true,76.75°F,partlyCloudy
2019-06-18T17:30:00-04:00 New_York,1642.1453857421875kW,true,76.5°F,partlyCloudy
2019-06-18T17:45:00-04:00 New_York,1469.500732421875kW,true,76.25°F,partlyCloudy
2019-06-18T18:00:00-04:00 New_York,1650.22802734375kW,true,76°F,partlyCloudy
2019-06-18T18:15:00-04:00 New_York,1760.9903564453125kW,true,75.5°F,partlyCloudy
2019-06-18T18:30:00-04:00 New_York,1876.0806884765625kW,true,75°F,partlyCloudy
2019-06-18T18:45:00-04:00 New_York,1657.04443359375kW,true,74.5°F,partlyCloudy
2019-06-18T19:00:00-04:00 New_York,1697.0972900390625kW,true,74°F,partlyCloudy
2019-06-18T19:15:00-04:00 New_York,1827.448974609375kW,true,73.75°F,partlyCloudy
2019-06-18T19:30:00-04:00 New_York,1769.05712890625kW,true,73.5°F,partlyCloudy
2019-06-18T19:45:00-04:00 New_York,1731.08056640625kW,true,73.25°F,partlyCloudy
2019-06-18T20:00:00-04:00 New_York,1750.3426513671875kW,true,73°F,rain
2019-06-18T20:15:00-04:00 New_York,1820.2994384765625kW,true,72.75°F,rain
2019-06-18T20:30:00-04:00 New_York,1749.904296875kW,true,72.5°F,rain
2019-06-18T20:45:00-04:00 New_York,1713.541015625kW,true,72.25°F,rain
2019-06-18T21:00:00-04:00 New_York,1639.6221923828125kW,true,72°F,rain
2019-06-18T21:15:00-04:00 New_York,1553.65625kW,false,71.75°F,rain
2019-06-18T21:30:00-04:00 New_York,1094.3282470703125kW,false,71.5°F,rain
2019-06-18T21:45:00-04:00 New_York,749.1951904296875kW,false,71.25°F,rain
2019-06-18T22:00:00-04:00 New_York,617.10498046875kW,false,71°F,rain
2019-06-18T22:15:00-04:00 New_York,566.0171508789062kW,false,71°F,rain
2019-06-18T22:30:00-04:00 New_York,529.5366821289062kW,false,71°F,rain
2019-06-18T22:45:00-04:00 New_York,507.0091552734375kW,false,71°F,rain
2019-06-18T23:00:00-04:00 New_York,407.2391662597656kW,false,71°F,showers
2019-06-18T23:15:00-04:00 New_York,383.9096374511719kW,false,70.75°F,showers
2019-06-18T23:30:00-04:00 New_York,374.2385559082031kW,false,70.5°F,showers
2019-06-18T23:45:00-04:00 New_York,361.1573486328125kW,false,70.25°F,showers
2019-06-19T00:00:00-04:00 New_York,348.1946105957031kW,false,70°F,showers
2019-06-19T00:15:00-04:00 New_York,335.3373718261719kW,false,70°F,showers
2019-06-19T00:30:00-04:00 New_York,335.8485412597656kW,false,70°F,showers
2019-06-19T00:45:00-04:00 New_York,321.4647521972656kW,false,70°F,showers
2019-06-19T01:00:00-04:00 New_York,314.79052734375kW,false,70°F,showers
2019-06-19T01:15:00-04:00 New_York,314.0502624511719kW,false,69.75°F,showers
2019-06-19T01:30:00-04:00 New_York,320.8388671875kW,false,69.5°F,showers
2019-06-19T01:45:00-04:00 New_York,324.0048828125kW,false,69.25°F,showers
2019-06-19T02:00:00-04:00 New_York,332.91973876953125kW,false,69°F,showers
2019-06-19T02:15:00-04:00 New_York,325.7470397949219kW,false,69°F,showers
2019-06-19T02:30:00-04:00 New_York,312.1026916503906kW,false,69°F,showers
2019-06-19T02:45:00-04:00 New_York,317.9909973144531kW,false,69°F,showers
2019-06-19T03:00:00-04:00 New_York,319.8986511230469kW,false,69°F,showers
2019-06-19T03:15:00-04:00 New_York,308.5859375kW,false,69°F,showers
2019-06-19T03:30:00-04:00 New_York,305.1702880859375kW,false,69°F,showers
2019-06-19T03:45:00-04:00 New_York,323.11322021484375kW,false,69°F,showers
2019-06-19T04:00:00-04:00 New_York,317.0328063964844kW,false,69°F,showers
2019-06-19T04:15:00-04:00 New_York,307.0445861816406kW,false,69°F,showers
2019-06-19T04:30:00-04:00 New_York,305.6440124511719kW,false,69°F,showers
2019-06-19T04:45:00-04:00 New_York,302.9933776855469kW,false,69°F,showers
2019-06-19T05:00:00-04:00 New_York,316.997802734375kW,false,69°F,cloudy
2019-06-19T05:15:00-04:00 New_York,324.78070068359375kW,false,69°F,cloudy
2019-06-19T05:30:00-04:00 New_York,340.43341064453125kW,false,69°F,cloudy
2019-06-19T05:45:00-04:00 New_York,349.1615295410156kW,false,69°F,cloudy
2019-06-19T06:00:00-04:00 New_York,341.4614562988281kW,false,69°F,cloudy
2019-06-19T06:15:00-04:00 New_York,330.6518859863281kW,false,69.5°F,cloudy
2019-06-19T06:30:00-04:00 New_York,344.2869567871094kW,false,70°F,cloudy
2019-06-19T06:45:00-04:00 New_York,323.84210205078125kW,false,70.5°F,cloudy
2019-06-19T07:00:00-04:00 New_York,343.5291442871094kW,false,71°F,cloudy
2019-06-19T07:15:00-04:00 New_York,358.8583068847656kW,false,71.25°F,cloudy
2019-06-19T07:30:00-04:00 New_York,347.0510559082031kW,false,71.5°F,cloudy
2019-06-19T07:45:00-04:00 New_York,345.8180847167969kW,false,71.75°F,cloudy
2019-06-19T08:00:00-04:00 New_York,362.0953063964844kW,false,72°F,showers
2019-06-19T08:15:00-04:00 New_York,468.15704345703125kW,false,72.5°F,showers
2019-06-19T08:30:00-04:00 New_York,668.3889770507812kW,false,73°F,showers
2019-06-19T08:45:00-04:00 New_York,840.0072021484375kW,false,73.5°F,showers
2019-06-19T09:00:00-04:00 New_York,965.0238647460938kW,false,74°F,showers
2019-06-19T09:15:00-04:00 New_York,1072.3975830078125kW,false,74.25°F,showers
2019-06-19T09:30:00-04:00 New_York,1032.0718994140625kW,false,74.5°F,showers
2019-06-19T09:45:00-04:00 New_York,1117.235595703125kW,false,74.75°F,showers
2019-06-19T10:00:00-04:00 New_York,1368.026611328125kW,true,75°F,showers
2019-06-19T10:15:00-04:00 New_York,1380.1453857421875kW,true,75.5°F,showers
2019-06-19T10:30:00-04:00 New_York,1352.0478515625kW,true,76°F,showers
2019-06-19T10:45:00-04:00 New_York,1335.7034912109375kW,true,76.5°F,showers
2019-06-19T11:00:00-04:00 New_York,1367.9151611328125kW,true,77°F,partlyCloudy
2019-06-19T11:15:00-04:00 New_York,1425.0401611328125kW,true,77.5°F,partlyCloudy
2019-06-19T11:30:00-04:00 New_York,1427.121337890625kW,true,78°F,partlyCloudy
2019-06-19T11:45:00-04:00 New_York,1468.6295166015625kW,true,78.5°F,partlyCloudy
2019-06-19T12:00:00-04:00 New_York,1497.4300537109375kW,true,79°F,partlyCloudy
2019-06-19T12:15:00-04:00 New_York,1523.716796875kW,true,79°F,partlyCloudy
2019-06-19T12:30:00-04:00 New_York,1571.5572509765625kW,true,79°F,partlyCloudy
2019-06-19T12:45:00-04:00 New_York,1528.220947265625kW,true,79°F,partlyCloudy
2019-06-19T13:00:00-04:00 New_York,1583.372802734375kW,true,79°F,partlyCloudy
2019-06-19T13:15:00-04:00 New_York,1462.9168701171875kW,true,79°F,partlyCloudy
2019-06-19T13:30:00-04:00 New_York,1494.57763671875kW,true,79°F,partlyCloudy
2019-06-19T13:45:00-04:00 New_York,1447.33935546875kW,true,79°F,partlyCloudy
2019-06-19T14:00:00-04:00 New_York,1516.3360595703125kW,true,79°F,rain
2019-06-19T14:15:00-04:00 New_York,1468.0382080078125kW,true,79°F,rain
2019-06-19T14:30:00-04:00 New_York,1490.5509033203125kW,true,79°F,rain
2019-06-19T14:45:00-04:00 New_York,1652.614013671875kW,true,79°F,rain
2019-06-19T15:00:00-04:00 New_York,1662.818603515625kW,true,79°F,rain
2019-06-19T15:15:00-04:00 New_York,1608.50830078125kW,true,79°F,rain
2019-06-19T15:30:00-04:00 New_York,1657.8416748046875kW,true,79°F,rain
2019-06-19T15:45:00-04:00 New_York,1592.47998046875kW,true,79°F,rain
2019-06-19T16:00:00-04:00 New_York,1624.4622802734375kW,true,79°F,rain
2019-06-19T16:15:00-04:00 New_York,1710.241943359375kW,true,78.25°F,rain
2019-06-19T16:30:00-04:00 New_York,1715.8277587890625kW,true,77.5°F,rain
2019-06-19T16:45:00-04:00 New_York,1687.6253662109375kW,true,76.75°F,rain
2019-06-19T17:00:00-04:00 New_York,1784.6756591796875kW,true,76°F,cloudy
2019-06-19T17:15:00-04:00 New_York,1860.627685546875kW,true,76°F,cloudy
2019-06-19T17:30:00-04:00 New_York,1825.6624755859375kW,true,76°F,cloudy
2019-06-19T17:45:00-04:00 New_York,1818.462158203125kW,true,76°F,cloudy
2019-06-19T18:00:00-04:00 New_York,1830.3792724609375kW,true,76°F,cloudy
2019-06-19T18:15:00-04:00 New_York,1769.635498046875kW,true,75.5°F,cloudy
2019-06-19T18:30:00-04:00 New_York,1700.1087646484375kW,true,75°F,cloudy
2019-06-19T18:45:00-04:00 New_York,1627.7763671875kW,true,74.5°F,cloudy
2019-06-19T19:00:00-04:00 New_York,1639.6407470703125kW,true,74°F,cloudy
2019-06-19T19:15:00-04:00 New_York,1689.68603515625kW,true,73.75°F,cloudy
2019-06-19T19:30:00-04:00 New_York,1702.0738525390625kW,true,73.5°F,cloudy
2019-06-19T19:45:00-04:00 New_York,1701.8328857421875kW,true,73.25°F,cloudy
2019-06-19T20:00:00-04:00 New_York,1747.607666015625kW,true,73°F,showers
2019-06-19T20:15:00-04:00 New_York,1862.72412109375kW,true,72.75°F,showers
2019-06-19T20:30:00-04:00 New_York,1800.076904296875kW,true,72.5°F,showers
2019-06-19T20:45:00-04:00 New_York,1668.1549072265625kW,true,72.25°F,showers
2019-06-19T21:00:00-04:00 New_York,1620.08837890625kW,true,72°F,showers
2019-06-19T21:15:00-04:00 New_York,1556.0828857421875kW,false,72°F,showers
2019-06-19T21:30:00-04:00 New_York,1169.183837890625kW,false,72°F,showers
2019-06-19T21:45:00-04:00 New_York,735.276611328125kW,false,72°F,showers
2019-06-19T22:00:00-04:00 New_York,597.7190551757812kW,false,72°F,showers
2019-06-19T22:15:00-04:00 New_York,557.4193115234375kW,false,71.75°F,showers
2019-06-19T22:30:00-04:00 New_York,515.8817138671875kW,false,71.5°F,showers
2019-06-19T22:45:00-04:00 New_York,463.8896789550781kW,false,71.25°F,showers
2019-06-19T23:00:00-04:00 New_York,407.22943115234375kW,false,71°F,cloudy
2019-06-19T23:15:00-04:00 New_York,376.63604736328125kW,false,70.75°F,cloudy
2019-06-19T23:30:00-04:00 New_York,359.154296875kW,false,70.5°F,cloudy
2019-06-19T23:45:00-04:00 New_York,338.1806945800781kW,false,70.25°F,cloudy
2019-06-20T00:00:00-04:00 New_York,327.9007873535156kW,false,70°F,cloudy
2019-06-20T00:15:00-04:00 New_York,307.771728515625kW,false,70°F,cloudy
2019-06-20T00:30:00-04:00 New_York,293.8699951171875kW,false,70°F,cloudy
2019-06-20T00:45:00-04:00 New_York,292.3216247558594kW,false,70°F,cloudy
2019-06-20T01:00:00-04:00 New_York,307.12042236328125kW,false,70°F,cloudy
2019-06-20T01:15:00-04:00 New_York,291.976806640625kW,false,70°F,cloudy
2019-06-20T01:30:00-04:00 New_York,286.4132995605469kW,false,70°F,cloudy
2019-06-20T01:45:00-04:00 New_York,294.1622619628906kW,false,70°F,cloudy
2019-06-20T02:00:00-04:00 New_York,285.4743957519531kW,false,70°F,showers
2019-06-20T02:15:00-04:00 New_York,290.24005126953125kW,false,69.75°F,showers
2019-06-20T02:30:00-04:00 New_York,283.8254089355469kW,false,69.5°F,showers
2019-06-20T02:45:00-04:00 New_York,291.9719543457031kW,false,69.25°F,showers
2019-06-20T03:00:00-04:00 New_York,277.5782775878906kW,false,69°F,showers
2019-06-20T03:15:00-04:00 New_York,275.66888427734375kW,false,69.25°F,showers
2019-06-20T03:30:00-04:00 New_York,282.61126708984375kW,false,69.5°F,showers
2019-06-20T03:45:00-04:00 New_York,274.9002990722656kW,false,69.75°F,showers
2019-06-20T04:00:00-04:00 New_York,282.8264465332031kW,false,70°F,showers
2019-06-20T04:15:00-04:00 New_York,284.5051574707031kW,false,70°F,showers
2019-06-20T04:30:00-04:00 New_York,275.0764465332031kW,false,70°F,showers
2019-06-20T04:45:00-04:00 New_York,273.6462097167969kW,false,70°F,showers
2019-06-20T05:00:00-04:00 New_York,279.6127624511719kW,false,70°F,cloudy
2019-06-20T05:15:00-04:00 New_York,290.2930603027344kW,false,70.25°F,cloudy
2019-06-20T05:30:00-04:00 New_York,282.92877197265625kW,false,70.5°F,cloudy
2019-06-20T05:45:00-04:00 New_York,284.6802978515625kW,false,70.75°F,cloudy
2019-06-20T06:00:00-04:00 New_York,286.9425354003906kW,false,71°F,cloudy
2019-06-20T06:15:00-04:00 New_York,274.943603515625kW,false,71.5°F,cloudy
2019-06-20T06:30:00-04:00 New_York,258.4515075683594kW,false,72°F,cloudy
2019-06-20T06:45:00-04:00 New_York,235.05381774902344kW,false,72.5°F,cloudy
2019-06-20T07:00:00-04:00 New_York,238.08348083496094kW,false,73°F,cloudy
2019-06-20T07:15:00-04:00 New_York,242.73117065429688kW,false,73.5°F,cloudy
2019-06-20T07:30:00-04:00 New_York,287.2777404785156kW,false,74°F,cloudy
2019-06-20T07:45:00-04:00 New_York,287.27301025390625kW,false,74.5°F,cloudy
2019-06-20T08:00:00-04:00 New_York,301.0110778808594kW,false,75°F,showers
2019-06-20T08:15:00-04:00 New_York,361.9418640136719kW,false,75.5°F,showers
2019-06-20T08:30:00-04:00 New_York,633.3726196289062kW,false,76°F,showers
2019-06-20T08:45:00-04:00 New_York,875.8843994140625kW,false,76.5°F,showers
2019-06-20T09:00:00-04:00 New_York,1107.507080078125kW,false,77°F,showers
2019-06-20T09:15:00-04:00 New_York,1185.0633544921875kW,false,77.25°F,showers
2019-06-20T09:30:00-04:00 New_York,1227.486572265625kW,false,77.5°F,showers
2019-06-20T09:45:00-04:00 New_York,1273.734375kW,false,77.75°F,showers
2019-06-20T10:00:00-04:00 New_York,1394.5699462890625kW,false,78°F,showers
2019-06-20T10:15:00-04:00 New_York,1496.815185546875kW,true,78.5°F,showers
2019-06-20T10:30:00-04:00 New_York,1717.0716552734375kW,true,79°F,showers
2019-06-20T10:45:00-04:00 New_York,1760.6661376953125kW,true,79.5°F,showers
2019-06-20T11:00:00-04:00 New_York,1638.1187744140625kW,true,80°F,partlyCloudy
2019-06-20T11:15:00-04:00 New_York,1620.3065185546875kW,true,80.5°F,partlyCloudy
2019-06-20T11:30:00-04:00 New_York,1562.3466796875kW,true,81°F,partlyCloudy
2019-06-20T11:45:00-04:00 New_York,1583.736572265625kW,true,81.5°F,partlyCloudy
2019-06-20T12:00:00-04:00 New_York,1594.3253173828125kW,true,82°F,partlyCloudy
2019-06-20T12:15:00-04:00 New_York,1615.18212890625kW,true,82°F,partlyCloudy
2019-06-20T12:30:00-04:00 New_York,1612.9066162109375kW,true,82°F,partlyCloudy
2019-06-20T12:45:00-04:00 New_York,1599.177734375kW,true,82°F,partlyCloudy
2019-06-20T13:00:00-04:00 New_York,1667.9305419921875kW,true,82°F,partlyCloudy
2019-06-20T13:15:00-04:00 New_York,1723.64990234375kW,true,82.25°F,partlyCloudy
2019-06-20T13:30:00-04:00 New_York,1665.1429443359375kW,true,82.5°F,partlyCloudy
2019-06-20T13:45:00-04:00 New_York,1664.7144775390625kW,true,82.75°F,partlyCloudy
2019-06-20T14:00:00-04:00 New_York,1717.4776611328125kW,true,83°F,rain
2019-06-20T14:15:00-04:00 New_York,1764.453125kW,true,83°F,rain
2019-06-20T14:30:00-04:00 New_York,1741.9730224609375kW,true,83°F,rain
2019-06-20T14:45:00-04:00 New_York,1724.6253662109375kW,true,83°F,rain
2019-06-20T15:00:00-04:00 New_York,1769.0594482421875kW,true,83°F,rain
2019-06-20T15:15:00-04:00 New_York,1797.2117919921875kW,true,82.75°F,rain
2019-06-20T15:30:00-04:00 New_York,1944.8453369140625kW,true,82.5°F,rain
2019-06-20T15:45:00-04:00 New_York,2071.892333984375kW,true,82.25°F,rain
2019-06-20T16:00:00-04:00 New_York,2089.863525390625kW,true,82°F,rain
2019-06-20T16:15:00-04:00 New_York,2152.123291015625kW,true,81.75°F,rain
2019-06-20T16:30:00-04:00 New_York,2115.502197265625kW,true,81.5°F,rain
2019-06-20T16:45:00-04:00 New_York,1822.0064697265625kW,true,81.25°F,rain
2019-06-20T17:00:00-04:00 New_York,1627.4271240234375kW,true,81°F,partlyCloudy
2019-06-20T17:15:00-04:00 New_York,1691.083984375kW,true,81°F,partlyCloudy
2019-06-20T17:30:00-04:00 New_York,1836.8466796875kW,true,81°F,partlyCloudy
2019-06-20T17:45:00-04:00 New_York,1704.1092529296875kW,true,81°F,partlyCloudy
2019-06-20T18:00:00-04:00 New_York,1612.8480224609375kW,true,81°F,partlyCloudy
2019-06-20T18:15:00-04:00 New_York,1583.4063720703125kW,true,80.5°F,partlyCloudy
